,Unnamed: 0,incident_id,title,short_desc,date,location,tags,lat,lng
2681,2681,incident_10152, Kurla station ," NA  
						  More Information »
« Less Information
",2016-10-09 20:00:00,kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2682,2682,incident_10123, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-10-08 19:00:00,"Dongar Tamasi, Maharashtra, India",Touching /Groping,20.429132,80.1456496
2683,2683,incident_10867, Vulgar Expressions ," My friend was standing in a one piece dress, a man noticed her and started making vulgar expressions.  
						  More Information »
« Less Information
",2016-10-08 15:30:00,"Bheshaniya Building, Cochin St, Ballard Estate, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.934808,72.837339
2684,2684,incident_10523, Commenting at our group ," We were walking when a few guys passed remarks against us.  
						  More Information »
« Less Information
",2016-10-08 11:00:00,"Sector 21, Kharghar, Navi Mumbai, Maharashtra 410210, India",Commenting,19.0499426,73.0685665
2685,2685,incident_10058, Staring ," For the past 3 years, I've been stared at multiple times - every time in the chest area - on the crowded bridge connecting the Andheri metro...  
						  More Information »
« Less Information
",2016-10-08 09:00:00,"Andheri Metro Station, Railway Colony, Andheri East, Mumbai, Maharashtra 400053, India",Ogling/Facial Expressions/Staring,19.1195974,72.8473266
2686,2686,incident_10125, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-10-08 00:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Chain Snatching / Robbery,19.0655986,72.8791535
2687,2687,incident_10327, CST - Ogling ," Ogling and facial expression  
						  More Information »
« Less Information
",2016-10-07 20:00:00,"Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9448695,72.8336721
2688,2688,incident_10110, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-10-07 20:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2689,2689,incident_10112, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-10-07 18:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2690,2690,incident_10325, CST - Touching and Groping ," it happens in trains  
						  More Information »
« Less Information
",2016-10-07 17:00:00,"Dongar Tamasi, Maharashtra, India",Touching /Groping,20.429132,80.1456496
2691,2691,incident_10321, CST - Ogling ," Feel safe at the station because of the lights and crowd  
						  More Information »
« Less Information
",2016-10-07 17:00:00,"Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9448695,72.8336721
2692,2692,incident_10490, report ," I was being followed while on my way back home .  
						  More Information »
« Less Information
",2016-10-07 16:00:00,"Greater Kailash-2, New Delhi, Delhi 110048, India",Commenting,28.5386667,77.2398626
2693,2693,incident_10317, CST - Catcalls and whistles ," Touched, ogled etc  
						  More Information »
« Less Information
",2016-10-07 11:00:00,"Dongar Tamasi, Maharashtra, India",Ogling/Facial Expressions/Staring,20.429132,80.1456496
2694,2694,incident_10485, Report ," Commenting  
						  More Information »
« Less Information
",2016-10-06 20:55:00,RKPURAM,Commenting,28.5660075,77.1767435
2695,2695,incident_10484, Report ," commenting  
						  More Information »
« Less Information
",2016-10-06 20:53:00,"Badarpur, New Delhi, Delhi, India",Commenting,28.5102495,77.2985884
2696,2696,incident_10442, Harrasment ," Harrasment  
						  More Information »
« Less Information
",2016-10-06 15:00:00,Any,Ogling/Facial Expressions/Staring,40.2957455,-111.7272173
2697,2697,incident_10491, Report ," While I was travelling on my scooty, boys on the other scooty were commenting  
						  More Information »
« Less Information
",2016-10-05 21:06:00,"Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",Ogling/Facial Expressions/Staring,28.6338388,77.219228
2698,2698,incident_10341, CST Station ," Touching, ogling  
						  More Information »
« Less Information
",2016-10-05 20:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2699,2699,incident_10493, Report ," i was constantly being stared at and this has happened at several occassions  
						  More Information »
« Less Information
",2016-10-05 18:00:00,"Alaknanda Market, New Delhi, Delhi 110019, India",Ogling/Facial Expressions/Staring,28.5261535,77.2545245
2700,2700,incident_10079, kurla station- elbow touching ," NA  
						  More Information »
« Less Information
",2016-10-05 18:00:00,kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2701,2701,incident_10117, Kurla station- elbowing and feeling the chest ," NA  
						  More Information »
« Less Information
",2016-10-05 16:00:00,Kurla station,Touching /Groping,19.0655986,72.8791535
2702,2702,incident_10486, Report ," It has happened to someone i know. she was travelling in the metro as it was very crowded.. she was spanked.  
						  More Information »
« Less Information
",2016-10-05 14:00:00,"Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",Ogling/Facial Expressions/Staring,28.6338388,77.219228
2703,2703,incident_10199, Touching/Groping ," Staring, Touching/Groping, Ogling  
						  More Information »
« Less Information
",2016-10-05 13:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2704,2704,incident_10074, touching groping ," touching thrice in the metro station, same man and even walking the same way  
						  More Information »
« Less Information
",2016-10-05 11:00:00,"Fleet Building, Chimat Pada Rd, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India",Touching /Groping,19.108807,72.879261
2705,2705,incident_10082, kurla station- staring ," A man was staring.  
						  More Information »
« Less Information
",2016-10-05 10:00:00,kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2706,2706,incident_10336," Staring, touching, invite "," Touching, staring, sexual invites, commenting  
						  More Information »
« Less Information
",2016-10-05 04:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2707,2707,incident_10337," Ogling, Stalking "," Ogling, Stalking  
						  More Information »
« Less Information
",2016-10-05 01:14:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2708,2708,incident_10883, Daily sexual assault ," On my way from work every evening, i see guys smoking indian hemp, touching and having sex in the dark by the road side at the bus stop. But...  
						  More Information »
« Less Information
",2016-10-04 22:00:00,"Classique Events Place, 15 Oyeleke St, Ikeja, Nigeria",Touching /Groping,6.6004516,3.3641714
2709,2709,incident_10888, sexual assault ," My niece was sexually assaulted when sent in an errand. Her cloths were torn by the harasser who rough handled her when she was trying to escape....  
						  More Information »
« Less Information
",2016-10-04 21:00:00,"Ikeja, Nigeria",Stalking,6.601838,3.3514863
2710,2710,incident_10889, Sexual harassment ," My girlfriend went out at night to buy bread and indomie.she came back looking so sad.when i inquired she told me some guys harassed her. I...  
						  More Information »
« Less Information
",2016-10-04 20:00:00,"Ota, Nigeria",Touching /Groping,7.945211,4.788842
2711,2711,incident_10887, Sexual harassment ," On my street, i get harassed daily by the guys. They comment about my boobs and buttocks,and say the will have sex with me one day.they touch...  
						  More Information »
« Less Information
",2016-10-04 19:00:00,"Ikeja, Nigeria",Ogling/Facial Expressions/Staring,6.601838,3.3514863
2712,2712,incident_10104, Kurla station- ogling/ facial expressions ," NA  
						  More Information »
« Less Information
",2016-10-03 20:00:00,Kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2713,2713,incident_10105, Kurla station- staring ," NA  
						  More Information »
« Less Information
",2016-10-03 17:00:00,Kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2714,2714,incident_10296," Staring/ogling, Touching "," Stalking, Staring, Touching, Invites.  
						  More Information »
« Less Information
",2016-10-02 16:00:00,"Thane Station, TMT Reserved Flyover SATIS, Thane West, Jambli Naka, Thane, Maharashtra 400601, India",Ogling/Facial Expressions/Staring,19.1867634,72.9772304
2715,2715,incident_10098, Kurla station- staring ," NA  
						  More Information »
« Less Information
",2016-10-01 18:00:00,Kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2716,2716,incident_10516, Harassment ," When I returned to my house. In the way I watched that one girl waited the bus in huda city center. Some boys on bike came to girl's near and...  
						  More Information »
« Less Information
",2016-09-30 20:00:00,"Huda Metro Station, Sector 29, Gurugram, Delhi 122022, India",Commenting,28.4591307,77.0725607
2717,2717,incident_10435, Whistling and Touching ," My friend was on her way to her home when she was noticed by some goons of the village. She was initially whistled at but then those goons surrounded...  
						  More Information »
« Less Information
",2016-09-30 17:00:00,"Shahapur, Maharashtra 421601, India",Catcalls/Whistles,19.4520777,73.3279586
2718,2718,incident_10041, Stalking ," people following you on your way back home while returning from job place or market at Barnala Punjab. Could not report as we were in their...  
						  More Information »
« Less Information
",2016-09-30 17:00:00,"Barnala, Punjab 148101, India",Stalking,30.4392642,75.5393155
2719,2719,incident_10388, Harassment ," I was getting whistled at while i was in the main market.  
						  More Information »
« Less Information
",2016-09-30 14:00:00,"Main Market, Rajouri Garden, New Delhi, Delhi 110027, India",Catcalls/Whistles,28.6468173,77.1199319
2720,2720,incident_10369, Harassment ," A girl was standing next to me and applying lipstick and the boys were commenting and singing cheap songs.  
						  More Information »
« Less Information
",2016-09-30 07:00:00,"Chattarpur, Andheria Mor Village, Vasant Kunj, New Delhi, Delhi 110070, India",Commenting,28.5079195,77.1722417
2721,2721,incident_10368, Harassment ," A girl was standing next to me and applying lipstick and the boys were commenting and singing cheap songs.  
						  More Information »
« Less Information
",2016-09-30 07:00:00,"Chattarpur, Andheria Mor Village, Vasant Kunj, New Delhi, Delhi 110070, India",Commenting,28.5079195,77.1722417
2722,2722,incident_10810, Harassment ," A scooter driver groped my back and made some indecent invites. Same thing happened with my friend.  
						  More Information »
« Less Information
",2016-09-28 18:00:00,"Kamla Nehru Ridge, Civil Lines, Delhi, India",Commenting,28.6848763,77.21608499999999
2723,2723,incident_10743, commmenting ," A guy daily followed me while I  was going to my tutions,after some days he was trying to contact me  
						  More Information »
« Less Information
",2016-09-28 18:00:00,"Clock Tower Chowk, Block CB, Hari Nagar, New Delhi, Delhi 110027, India",Poor / No Street Lighting,28.6249532,77.1106939
2724,2724,incident_10732, commenting ," while I was returning from my tution in the evening, a group of teenagers was commenting on the color combination I was wearing  
						  More Information »
« Less Information
",2016-09-28 18:00:00,"Vardhman Tower, Guru Virjanand Marg, AK Market, Vikaspuri, Delhi, 110018, India",Catcalls/Whistles,28.6393113,77.0750584
2725,2725,incident_10156, kurla station- touching/ groping ," NA  
						  More Information »
« Less Information
",2016-09-28 17:00:00,kurla station,Touching /Groping,19.0655986,72.8791535
2726,2726,incident_10764, groping ," I was standing in a queue of a ride,a boy standing behind me was taking advantage of pushing force and trying to grope me  
						  More Information »
« Less Information
",2016-09-28 15:00:00,wow sector 18 noida delhi,Touching /Groping,28.5630938,77.32530779999999
2727,2727,incident_10428, Harassment ," Happened to another passenger. she was harassed for the dress she was wearing. two guys we passing comments on her.  
						  More Information »
« Less Information
",2016-09-28 15:00:00,"Sector 38, Noida, Uttar Pradesh 201301, India",Catcalls/Whistles,28.5648533,77.3231663
2728,2728,incident_10059, Tailed by a random man while jogging ," I was followed and tailed by a partially bald middle-aged man wearing an army shirt might be a police sepoy. he purposely jogged behind me and...  
						  More Information »
« Less Information
",2016-09-27 07:00:00,"Lodi garden, New Delhi",Stalking,28.5930959,77.21967939999999
